date,unemployment,change_radius_gyr_time,change_entropy_of_places_time,change_C,change_A,change_D
2020-02-01,0,-2.486749916982234,-2.519739296196266,-3.474427947253789,22.944691647691972,10.381408646483091
2020-02-01,1,-36.07933153282479,-19.500611350899177,-16.15403098822945,-16.810382239277033,-12.381908545879279
2020-02-02,1,-41.0482715767109,-21.439226820232328,-16.971289317776954,-22.029135742731835,34.06975548057652
2020-02-02,0,-2.72197186202614,-2.61290599084939,-2.930632569860945,43.023453307960345,27.60702787834327
2020-02-03,0,-6.243546444141357,-2.407244352024873,-2.8525064102477464,-1.2306742619741322,0.08141104468343911
2020-02-03,1,-38.00778718097182,-23.946717524111484,-16.183587336614973,-24.93266007394009,8.67292934715682
2020-02-04,1,-39.49665112725446,-27.271204953642002,-17.57633060797003,-42.364589358282615,-24.038586845482897
2020-02-04,0,-7.075122177509785,-2.3388156374927638,-2.8040149903242644,-19.797088644808333,-21.28628642839799
2020-02-05,1,-40.50019492720095,-26.354577389791977,-18.135055797974104,-46.88870389391615,-6.391441014211853
2020-02-05,0,-8.06817571020144,-2.271700496153939,-2.772527369290673,-21.679667629678114,-19.223893328625113
2020-02-06,0,-8.214876285704253,-2.1128983247016953,-2.7316005080529533,-18.84610436806679,-17.231478386450803
2020-02-06,1,-40.04217983676989,-26.291627551947762,-18.2846423723859,-37.31435254631433,-45.972708382405145
2020-02-07,0,-8.076072332559525,-2.2684029216647583,-2.759808166443128,-16.19918245975557,-10.42261003688046
2020-02-07,1,-42.81731889484547,-26.93458563262725,-18.64375091622575,-33.465675239130704,-13.608792098356883
2020-02-08,0,-7.255278475917271,-2.226798464531199,-2.5607611237119055,14.220446221503336,14.824936097551381
2020-02-08,1,-44.099317975889505,-28.08016934035338,-19.57693457891685,-18.871138697010846,10.641282890115434
2020-02-09,0,-5.595527945984758,-2.01736963804503,-2.125002947548857,40.30502571714917,31.6557612822289
2020-02-09,1,-40.23890074526897,-32.27915205113796,-19.817066292614182,-16.3124359787446,-0.020962236936121238
2020-02-10,1,-33.91745834539004,-29.47806013642962,-20.416213377379787,-38.93661911298597,-3.38687441153277
2020-02-10,0,-6.972997676538228,-1.883663107165412,-2.12646680484484,-0.46802464489954754,4.939472567005631
2020-02-11,1,-33.45408179931887,-31.34949816725602,-20.130378149179347,-15.024226538566973,-32.24038792702435
2020-02-11,0,-7.198114781351183,-1.4728874012180815,-1.873051379600109,-12.789544963773551,-25.285187437749325
2020-02-12,0,-6.870457330334845,-1.5780905466717954,-1.733324278243315,-17.135955922223868,-21.425022276066464
2020-02-12,1,-33.080829097141674,-32.643828260627174,-19.420396827759586,-4.032245348217919,-23.919595542195896
2020-02-13,0,-6.6533292005552465,-1.5233929076551744,-1.6541183626973532,-16.098586318879047,-16.077455252465374
2020-02-13,1,-30.408574148479374,-30.456453240165693,-19.61751722407867,-29.76795471309975,-13.899204686936041
2020-02-14,0,-5.857187953200316,-1.6546508880578625,-1.3999887883355784,-6.661709257581133,-12.113787571532988
2020-02-14,1,-30.225071769660772,-32.34503531349806,-20.086568189476566,-33.196643706165474,-18.707173187935265
2020-02-15,1,-26.458279738036705,-32.90636324140909,-19.17744995276484,-10.504363282375785,6.684496915749409
2020-02-15,0,-3.184583859808754,-1.5622113425023065,-0.9455287490789527,27.127530490241888,16.508324860851953
2020-02-16,0,1.641734216285462,-0.8527660729338638,-0.44095858705709,34.08712745491236,24.141450858553874
2020-02-16,1,-25.861263256903435,-35.177600651372266,-18.863380075450536,-18.761599137194835,7.753113047888351
2020-02-17,1,-28.167109402643476,-32.439895054344866,-19.429495226841684,-52.22084614524316,-10.212910762300762
2020-02-17,0,1.1546090410626375,-0.5928502762651444,-0.5635758772442295,0.369758753312189,14.278112516344022
2020-02-18,0,-0.17701200111628346,-0.24935572241716608,-0.4966374672149513,-3.4492006198401794,-1.2344031575127972
2020-02-18,1,-27.595744539740995,-31.964665582023965,-19.830864319848867,-31.82094095508682,-14.198436572305361
2020-02-19,0,0.23518558154942415,0.4362097244938745,-0.3774573383542442,-14.546901236326873,-20.222015003643445
2020-02-19,1,-23.248442346963028,-28.05403577540342,-18.600006824084343,-29.739394954764133,2.914185528240862
2020-02-20,0,0.46820072528721557,0.813162168434145,-0.1816446016092426,-10.823310548813165,-15.659711329992078
2020-02-20,1,-17.02387562566461,-27.429070860540396,-17.691245827913697,-44.32691906509241,-14.810943008225845
2020-02-21,1,-17.171489528544935,-25.336757691038827,-16.98385364270298,-21.417728880196762,-9.257304732809772
2020-02-21,0,1.54247199778057,1.0110674514611562,-0.030156221286364186,-8.698499466269658,-10.884091852915883
2020-02-22,0,3.710331130232758,1.1809670330372501,0.3272124509879115,21.01722924683234,16.211853141635153
2020-02-22,1,-19.56260367244428,-21.646333161458674,-16.126558882009167,-5.443076349198321,3.6467481790614924
2020-02-23,1,-20.9754856322961,-22.789011524649094,-15.092710497120802,2.1174919603043594,39.22814567868654
2020-02-23,0,6.417478825248812,0.9328859824816016,0.7158074787458947,38.58851909266387,34.51985143395163
2020-02-24,0,3.679831101066755,0.47694697405702424,0.4920421042347727,-5.167681579654006,18.259839237218692
2020-02-24,1,-23.948830271173737,-21.89532874823089,-14.496102146518513,-32.19457891847042,2.9034211317718492
2020-02-25,0,3.2205753487942745,0.9468286334212372,0.8781895443835448,-17.924827541744502,-22.8701777537155
2020-02-25,1,-15.024054474111237,-18.063360179866827,-14.017618179276335,-44.46097150271494,-24.501313098669634
2020-02-26,1,-14.318780694856393,-15.079517854727786,-13.073217166001418,-30.028710832936703,-4.4825065654598655
2020-02-26,0,3.377687776635696,1.31266472917142,1.1263916583584095,-20.23533719218701,-18.24446019278385
2020-02-27,0,3.3245874671471,1.59130981644382,1.4823801100561906,-14.461531476513047,-15.492008853069173
2020-02-27,1,-11.34926239434293,-13.705509753357026,-10.269089963432494,-17.391136462066942,-25.16827746477465
2020-02-28,1,-4.3650543866526785,-14.486678962853649,-9.84600638659598,-12.335692185303545,-21.378293032337083
2020-02-28,0,3.9611998962554296,1.6879495342563944,1.8205906397483962,-9.983683673230074,-9.15933563773621
2020-02-29,1,-11.051604765510515,-12.54277050925915,-4.2856526792290435,13.375439325318508,17.320291683607916
2020-02-29,0,6.1496316120801975,1.7123331994902458,2.260225062743967,23.17561166495387,23.839153757051754
2020-03-01,0,8.771588849282374,1.6416419333470156,2.5732984366121725,41.91121582621252,53.03805209522189
2020-03-01,1,-7.348364155921794,-13.714720706878914,-4.321776816798603,-2.340066454047919,20.710836131654766
2020-03-02,0,7.205293637604071,1.0932249045784825,2.5026880220592784,-2.625351858735831,21.433794031050148
2020-03-02,1,-6.985211851856976,-13.816890499555257,-3.682077764866162,-18.393311394959685,12.88514276633398
2020-03-03,1,-4.883430596277327,-10.858273351853875,-3.8475767042668583,-24.473695206526294,-36.88748876332513
2020-03-03,0,7.07713502633891,1.752948264663945,2.94490147419111,-17.269690454033988,-24.561688987526836
2020-03-04,1,-2.7742613852124065,-7.824263293790079,-3.5170617939704805,-10.987047438535425,-22.72185736059318
2020-03-04,0,6.973089949554301,2.3002955862884367,3.2871857073711843,-18.335984861841407,-18.678161749148018
2020-03-05,0,7.475408552340768,2.644352530694438,3.5985910427060457,-15.435706619933713,-13.439042207899
2020-03-05,1,-5.87710372068978,-6.815941306424467,-4.208058709900061,-24.154339296897767,-8.953957760802798
2020-03-06,1,0.6433739527609061,-3.392781913595777,-2.7808606451321887,-12.801155521277055,-5.287728830435809
2020-03-06,0,7.9272007714587645,3.074342476650549,4.015419225780804,-9.307776528267798,-9.331595257823652
2020-03-07,1,-1.1508130544091055,2.4207267184973125,-4.34361064211844,5.435520319184312,4.387839844477272
2020-03-07,0,10.419521872633908,2.930248603833663,4.59393478624836,15.870209657968672,21.109834308305473
2020-03-08,1,6.2633193650809105,2.2966629854948017,-3.936036169459237,8.519244504474932,30.258029050928677
2020-03-08,0,13.298813035514524,3.0798311714592463,4.822192929025333,36.49322413181112,54.00934597266626
2020-03-09,0,11.159142844815229,2.8020084139423584,4.711128404185557,-7.927238155412042,22.867991586617563
2020-03-09,1,2.5951915723185337,1.4466398941697989,-3.925433767279694,-20.06500547304859,3.8853207143389277
2020-03-10,0,10.32355519702044,3.389057551636321,5.1766867386300826,-13.050614993287931,-14.068352712366508
2020-03-10,1,5.921090654892414,2.021329060332655,-2.5330211535656364,4.519124549002423,-14.302944291030354
